,UserId,Event,Total,Date,Group
0,2a05f55afa6738cb5dad988372cb702c,sensor_calibrated,1,2022-05-01,baseline
1,deb636faf0ce880f84c00d5397b65e0b,sensor_calibrated,1,2022-05-01,baseline
2,96f29eaa3ee441f78b3074a4736138e5,sensor_calibrated,1,2022-05-01,baseline
3,67054448e92fed803aae6fdfda859f0a,sensor_calibrated,1,2022-05-01,baseline
4,2d4ce867dccf5af85ef52010cfe0599c,sensor_calibrated,1,2022-05-01,baseline
5,4b02383574897ae95ae8452bbc915505,sensor_calibrated,1,2022-05-01,baseline
6,9d700aa25596988441d7874ac2b95672,sensor_calibrated,1,2022-05-01,baseline
7,ca878dc92ca6103ad1d5ce0982069d87,sensor_calibrated,1,2022-05-01,baseline
8,cec3bfd766c63aebc4dd7f608652760b,sensor_calibrated,1,2022-05-01,baseline
9,fb59dc25a151dfb8bd5f70c78516601a,sensor_calibrated,1,2022-05-01,baseline
10,5990afcd1a9625ebdac3e1f447aa546a,sensor_calibrated,1,2022-05-01,baseline
11,7862facefa56735394d843fd6cae3498,sensor_calibrated,1,2022-05-01,baseline
12,a80e0dd47b229d6917fce2c50ed39030,sensor_calibrated,1,2022-05-01,baseline
13,2a0aa3981c54d1d48eaa0d347b2ff593,sensor_calibrated,1,2022-05-01,baseline
14,85b13cd3dd6a4c573891e5aeb6bbe7d3,sensor_calibrated,1,2022-05-01,baseline
15,8e66f672be6b24469b8537022b9c86fa,sensor_calibrated,1,2022-05-01,baseline
16,ef43534a0a6786fa36b0beb02f9ffa7b,sensor_calibrated,1,2022-05-01,baseline
17,23fd5189c557176a4bfdad52e6d7079d,sensor_calibrated,1,2022-05-01,baseline
18,886d0ba51daa56819efa0c95765c76e2,sensor_calibrated,1,2022-05-01,baseline
19,b2c7998fb08e8db873779799a7fa5d80,sensor_calibrated,1,2022-05-01,baseline
20,5df100daa2f7916e4c92c46bf885849e,sensor_calibrated,1,2022-05-01,baseline
21,f7edf28e02185900b875919be7b1e059,sensor_calibrated,1,2022-05-01,baseline
22,396ffdbde64fa6982b2751d04d8d03e2,sensor_calibrated,1,2022-05-01,baseline
23,3c65c3d2f02774d11482e7d03597f2af,sensor_calibrated,1,2022-05-01,baseline
24,be028a11051ba9360e53ed09c287abb3,sensor_calibrated,1,2022-05-01,baseline
25,741a27b853f7f521aa0013c03c3022bd,sensor_calibrated,1,2022-05-01,baseline
26,b936f2d6a582dc61a44499084d389d5c,sensor_calibrated,1,2022-05-01,baseline
27,c5b85ccdc2f1a13f53504b9b8ec733ff,sensor_calibrated,1,2022-05-01,baseline
28,a7cbdb3a38fbc98f6cc49a8f569d3ce8,sensor_calibrated,1,2022-05-01,baseline
29,cce27e38b9722251bb88f5c838c6165e,sensor_calibrated,1,2022-05-01,baseline
30,3adc123045a8bd319bb83bf83bfdc03d,sensor_calibrated,1,2022-05-01,baseline
31,fe97995c19a6271a464f19a8a86e027e,sensor_calibrated,1,2022-05-01,baseline
32,ea4eedabdad9214338b852fa0b48b07b,sensor_calibrated,1,2022-05-01,baseline
33,d704cab3aae40a5c1bdf37bf466171d4,sensor_calibrated,1,2022-05-01,baseline
34,a339d3bdf510d9df5232841d2641f0df,sensor_calibrated,1,2022-05-01,baseline
35,41823943a11f2211a1c366a0c769209c,sensor_calibrated,1,2022-05-01,baseline
36,1e5e71f4dcef5cc612072be39732b244,sensor_calibrated,1,2022-05-01,baseline
37,2d356b9d674db9415cfbc05199c25448,sensor_calibrated,1,2022-05-01,baseline
38,02f166a94247a4e2a80d8a3ef7fdab19,sensor_calibrated,1,2022-05-01,baseline
39,b7ff161cf7ba7696d433b1a5d993831e,sensor_calibrated,1,2022-05-01,baseline
40,4d75cda494bacfacfbf8c6b3f4ab644f,sensor_calibrated,1,2022-05-01,baseline
41,1234259360d5d3dd24a5b18f641d81b9,sensor_calibrated,1,2022-05-01,baseline
42,86699d32c7731cd059333bb60a541589,sensor_calibrated,1,2022-05-01,baseline
43,b42950331bf2eb4f1bda0f3b65048c07,sensor_calibrated,1,2022-05-01,baseline
44,549b6cf6572c5470d11052dfddacdbd6,sensor_calibrated,1,2022-05-01,baseline
45,fa42a7a833a386e3e1d71b016ad3c8c3,sensor_calibrated,1,2022-05-01,baseline
46,2a63324e191c1055b5268f41c92e5696,sensor_calibrated,1,2022-05-01,baseline
47,ba76399d3cb9c1a9fcfd6c55ffc0fe36,sensor_calibrated,1,2022-05-01,baseline
48,19f89a20601ea27ab730469221219334,sensor_calibrated,1,2022-05-01,baseline
49,7845b8456604734b57eb68aaa90aaaf2,sensor_calibrated,1,2022-05-01,baseline
50,6ec44f376f967fb0de9f36899f7d4816,sensor_calibrated,1,2022-05-01,baseline
51,73a970b05e03211c26fe3e718fa84ee8,sensor_calibrated,1,2022-05-01,baseline
52,cd555838015758e62371846e8f67b81b,sensor_calibrated,1,2022-05-01,baseline
53,dd4d2527a329cc865eaac8f278833532,sensor_calibrated,1,2022-05-01,baseline
54,078530ef9f224f22c42b343be8202dab,sensor_calibrated,1,2022-05-01,baseline
55,2ad2d446dbcfd19d974feddde1862ea7,sensor_calibrated,1,2022-05-01,baseline
56,494b9400e113ff7183ca3e11b23dda17,sensor_calibrated,1,2022-05-01,baseline
57,7d6c1342fa39a882c5755f3d58d31748,sensor_calibrated,1,2022-05-01,baseline
58,915f6a2e710cdc4e41714bf59cbebdbe,sensor_calibrated,1,2022-05-01,baseline
59,18c164389a3b676f2e8142bb7611e991,sensor_calibrated,1,2022-05-01,baseline
60,15acbfb40c9a36f47586462dcbbb26ba,sensor_calibrated,1,2022-05-01,baseline
61,cd79f90e8251bce7b98da0c499003c7f,sensor_calibrated,1,2022-05-01,baseline
62,16a0f393336b6a200e3be5e1deb3b3a2,sensor_calibrated,1,2022-05-01,baseline
63,962ba7371b57ac684d0102dcbab45bab,sensor_calibrated,1,2022-05-01,baseline
64,19f89a20601ea27ab730469221219334,sensor_scan,1,2022-05-01,baseline
65,7845b8456604734b57eb68aaa90aaaf2,sensor_scan,4,2022-05-01,baseline
66,18c164389a3b676f2e8142bb7611e991,sensor_scan,0,2022-05-01,baseline
67,7d6c1342fa39a882c5755f3d58d31748,sensor_scan,0,2022-05-01,baseline
68,494b9400e113ff7183ca3e11b23dda17,sensor_scan,1,2022-05-01,baseline
69,2a63324e191c1055b5268f41c92e5696,sensor_scan,3,2022-05-01,baseline
70,2d356b9d674db9415cfbc05199c25448,sensor_scan,3,2022-05-01,baseline
71,fe97995c19a6271a464f19a8a86e027e,sensor_scan,2,2022-05-01,baseline
72,2ad2d446dbcfd19d974feddde1862ea7,sensor_scan,10,2022-05-01,baseline
73,c5b85ccdc2f1a13f53504b9b8ec733ff,sensor_scan,15,2022-05-01,baseline
74,6ec44f376f967fb0de9f36899f7d4816,sensor_scan,2,2022-05-01,baseline
75,cce27e38b9722251bb88f5c838c6165e,sensor_scan,0,2022-05-01,baseline
76,078530ef9f224f22c42b343be8202dab,sensor_scan,22,2022-05-01,baseline
77,ca878dc92ca6103ad1d5ce0982069d87,sensor_scan,1,2022-05-01,baseline
78,be028a11051ba9360e53ed09c287abb3,sensor_scan,6,2022-05-01,baseline
79,ba76399d3cb9c1a9fcfd6c55ffc0fe36,sensor_scan,5,2022-05-01,baseline
80,02f166a94247a4e2a80d8a3ef7fdab19,sensor_scan,9,2022-05-01,baseline
81,3adc123045a8bd319bb83bf83bfdc03d,sensor_scan,4,2022-05-01,baseline
82,4d75cda494bacfacfbf8c6b3f4ab644f,sensor_scan,9,2022-05-01,baseline
83,549b6cf6572c5470d11052dfddacdbd6,sensor_scan,12,2022-05-01,baseline
84,915f6a2e710cdc4e41714bf59cbebdbe,sensor_scan,17,2022-05-01,baseline
85,dd4d2527a329cc865eaac8f278833532,sensor_scan,6,2022-05-01,baseline
86,cec3bfd766c63aebc4dd7f608652760b,sensor_scan,0,2022-05-01,baseline
87,cd79f90e8251bce7b98da0c499003c7f,sensor_scan,9,2022-05-01,baseline
88,5990afcd1a9625ebdac3e1f447aa546a,sensor_scan,25,2022-05-01,baseline
89,d704cab3aae40a5c1bdf37bf466171d4,sensor_scan,29,2022-05-01,baseline
90,ef43534a0a6786fa36b0beb02f9ffa7b,sensor_scan,7,2022-05-01,baseline
91,5df100daa2f7916e4c92c46bf885849e,sensor_scan,14,2022-05-01,baseline
92,fb59dc25a151dfb8bd5f70c78516601a,sensor_scan,4,2022-05-01,baseline
93,41823943a11f2211a1c366a0c769209c,sensor_scan,1,2022-05-01,baseline
94,85b13cd3dd6a4c573891e5aeb6bbe7d3,sensor_scan,36,2022-05-01,baseline
95,b936f2d6a582dc61a44499084d389d5c,sensor_scan,8,2022-05-01,baseline
96,67054448e92fed803aae6fdfda859f0a,sensor_scan,5,2022-05-01,baseline
97,1234259360d5d3dd24a5b18f641d81b9,sensor_scan,0,2022-05-01,baseline
98,cd555838015758e62371846e8f67b81b,sensor_scan,8,2022-05-01,baseline
99,886d0ba51daa56819efa0c95765c76e2,sensor_scan,2,2022-05-01,baseline
100,b7ff161cf7ba7696d433b1a5d993831e,sensor_scan,44,2022-05-01,baseline
101,1e5e71f4dcef5cc612072be39732b244,sensor_scan,0,2022-05-01,baseline
102,73a970b05e03211c26fe3e718fa84ee8,sensor_scan,2,2022-05-01,baseline
103,a339d3bdf510d9df5232841d2641f0df,sensor_scan,15,2022-05-01,baseline
104,fa42a7a833a386e3e1d71b016ad3c8c3,sensor_scan,5,2022-05-01,baseline
105,2a05f55afa6738cb5dad988372cb702c,sensor_scan,6,2022-05-01,baseline
106,86699d32c7731cd059333bb60a541589,sensor_scan,9,2022-05-01,baseline
107,962ba7371b57ac684d0102dcbab45bab,sensor_scan,6,2022-05-01,baseline
108,741a27b853f7f521aa0013c03c3022bd,sensor_scan,8,2022-05-01,baseline
109,8e66f672be6b24469b8537022b9c86fa,sensor_scan,7,2022-05-01,baseline
110,96f29eaa3ee441f78b3074a4736138e5,sensor_scan,9,2022-05-01,baseline
111,396ffdbde64fa6982b2751d04d8d03e2,sensor_scan,0,2022-05-01,baseline
112,b2c7998fb08e8db873779799a7fa5d80,sensor_scan,0,2022-05-01,baseline
113,b42950331bf2eb4f1bda0f3b65048c07,sensor_scan,24,2022-05-01,baseline
114,9d700aa25596988441d7874ac2b95672,sensor_scan,3,2022-05-01,baseline
115,a7cbdb3a38fbc98f6cc49a8f569d3ce8,sensor_scan,27,2022-05-01,baseline
116,2d4ce867dccf5af85ef52010cfe0599c,sensor_scan,14,2022-05-01,baseline
117,2a0aa3981c54d1d48eaa0d347b2ff593,sensor_scan,0,2022-05-01,baseline
118,3c65c3d2f02774d11482e7d03597f2af,sensor_scan,10,2022-05-01,baseline
119,f7edf28e02185900b875919be7b1e059,sensor_scan,0,2022-05-01,baseline
120,a80e0dd47b229d6917fce2c50ed39030,sensor_scan,0,2022-05-01,baseline
121,7862facefa56735394d843fd6cae3498,sensor_scan,2,2022-05-01,baseline
122,deb636faf0ce880f84c00d5397b65e0b,sensor_scan,5,2022-05-01,baseline
123,16a0f393336b6a200e3be5e1deb3b3a2,sensor_scan,0,2022-05-01,baseline
124,4b02383574897ae95ae8452bbc915505,sensor_scan,7,2022-05-01,baseline
125,15acbfb40c9a36f47586462dcbbb26ba,sensor_scan,5,2022-05-01,baseline
126,ea4eedabdad9214338b852fa0b48b07b,sensor_scan,6,2022-05-01,baseline
127,23fd5189c557176a4bfdad52e6d7079d,sensor_scan,0,2022-05-01,baseline
128,19f89a20601ea27ab730469221219334,sensor_scan,3,2022-05-02,baseline
129,7845b8456604734b57eb68aaa90aaaf2,sensor_scan,23,2022-05-02,baseline
130,18c164389a3b676f2e8142bb7611e991,sensor_scan,9,2022-05-02,baseline
131,7d6c1342fa39a882c5755f3d58d31748,sensor_scan,0,2022-05-02,baseline
132,494b9400e113ff7183ca3e11b23dda17,sensor_scan,7,2022-05-02,baseline
133,2a63324e191c1055b5268f41c92e5696,sensor_scan,4,2022-05-02,baseline
134,2d356b9d674db9415cfbc05199c25448,sensor_scan,8,2022-05-02,baseline
135,fe97995c19a6271a464f19a8a86e027e,sensor_scan,8,2022-05-02,baseline
136,2ad2d446dbcfd19d974feddde1862ea7,sensor_scan,12,2022-05-02,baseline
137,c5b85ccdc2f1a13f53504b9b8ec733ff,sensor_scan,25,2022-05-02,baseline
138,6ec44f376f967fb0de9f36899f7d4816,sensor_scan,24,2022-05-02,baseline
139,cce27e38b9722251bb88f5c838c6165e,sensor_scan,0,2022-05-02,baseline
140,078530ef9f224f22c42b343be8202dab,sensor_scan,20,2022-05-02,baseline
141,ca878dc92ca6103ad1d5ce0982069d87,sensor_scan,3,2022-05-02,baseline
142,be028a11051ba9360e53ed09c287abb3,sensor_scan,7,2022-05-02,baseline
143,ba76399d3cb9c1a9fcfd6c55ffc0fe36,sensor_scan,2,2022-05-02,baseline
144,02f166a94247a4e2a80d8a3ef7fdab19,sensor_scan,18,2022-05-02,baseline
145,3adc123045a8bd319bb83bf83bfdc03d,sensor_scan,33,2022-05-02,baseline
146,4d75cda494bacfacfbf8c6b3f4ab644f,sensor_scan,15,2022-05-02,baseline
147,549b6cf6572c5470d11052dfddacdbd6,sensor_scan,8,2022-05-02,baseline
148,915f6a2e710cdc4e41714bf59cbebdbe,sensor_scan,7,2022-05-02,baseline
149,dd4d2527a329cc865eaac8f278833532,sensor_scan,7,2022-05-02,baseline
150,cec3bfd766c63aebc4dd7f608652760b,sensor_scan,16,2022-05-02,baseline
151,cd79f90e8251bce7b98da0c499003c7f,sensor_scan,6,2022-05-02,baseline
152,5990afcd1a9625ebdac3e1f447aa546a,sensor_scan,27,2022-05-02,baseline
153,d704cab3aae40a5c1bdf37bf466171d4,sensor_scan,74,2022-05-02,baseline
154,ef43534a0a6786fa36b0beb02f9ffa7b,sensor_scan,8,2022-05-02,baseline
155,5df100daa2f7916e4c92c46bf885849e,sensor_scan,11,2022-05-02,baseline
156,fb59dc25a151dfb8bd5f70c78516601a,sensor_scan,7,2022-05-02,baseline
157,41823943a11f2211a1c366a0c769209c,sensor_scan,5,2022-05-02,baseline
158,85b13cd3dd6a4c573891e5aeb6bbe7d3,sensor_scan,27,2022-05-02,baseline
159,b936f2d6a582dc61a44499084d389d5c,sensor_scan,11,2022-05-02,baseline
160,67054448e92fed803aae6fdfda859f0a,sensor_scan,10,2022-05-02,baseline
161,1234259360d5d3dd24a5b18f641d81b9,sensor_scan,0,2022-05-02,baseline
162,cd555838015758e62371846e8f67b81b,sensor_scan,16,2022-05-02,baseline
163,886d0ba51daa56819efa0c95765c76e2,sensor_scan,6,2022-05-02,baseline
164,b7ff161cf7ba7696d433b1a5d993831e,sensor_scan,58,2022-05-02,baseline
165,1e5e71f4dcef5cc612072be39732b244,sensor_scan,3,2022-05-02,baseline
166,73a970b05e03211c26fe3e718fa84ee8,sensor_scan,6,2022-05-02,baseline
167,a339d3bdf510d9df5232841d2641f0df,sensor_scan,10,2022-05-02,baseline
168,fa42a7a833a386e3e1d71b016ad3c8c3,sensor_scan,9,2022-05-02,baseline
169,2a05f55afa6738cb5dad988372cb702c,sensor_scan,8,2022-05-02,baseline
170,86699d32c7731cd059333bb60a541589,sensor_scan,23,2022-05-02,baseline
171,962ba7371b57ac684d0102dcbab45bab,sensor_scan,18,2022-05-02,baseline
172,741a27b853f7f521aa0013c03c3022bd,sensor_scan,14,2022-05-02,baseline
173,8e66f672be6b24469b8537022b9c86fa,sensor_scan,7,2022-05-02,baseline
174,96f29eaa3ee441f78b3074a4736138e5,sensor_scan,10,2022-05-02,baseline
175,396ffdbde64fa6982b2751d04d8d03e2,sensor_scan,9,2022-05-02,baseline
176,b2c7998fb08e8db873779799a7fa5d80,sensor_scan,3,2022-05-02,baseline
177,b42950331bf2eb4f1bda0f3b65048c07,sensor_scan,12,2022-05-02,baseline
178,9d700aa25596988441d7874ac2b95672,sensor_scan,9,2022-05-02,baseline
179,a7cbdb3a38fbc98f6cc49a8f569d3ce8,sensor_scan,42,2022-05-02,baseline
180,2d4ce867dccf5af85ef52010cfe0599c,sensor_scan,17,2022-05-02,baseline
181,2a0aa3981c54d1d48eaa0d347b2ff593,sensor_scan,4,2022-05-02,baseline
182,3c65c3d2f02774d11482e7d03597f2af,sensor_scan,25,2022-05-02,baseline
183,f7edf28e02185900b875919be7b1e059,sensor_scan,3,2022-05-02,baseline
184,a80e0dd47b229d6917fce2c50ed39030,sensor_scan,0,2022-05-02,baseline
185,7862facefa56735394d843fd6cae3498,sensor_scan,4,2022-05-02,baseline
186,deb636faf0ce880f84c00d5397b65e0b,sensor_scan,6,2022-05-02,baseline
187,16a0f393336b6a200e3be5e1deb3b3a2,sensor_scan,1,2022-05-02,baseline
188,4b02383574897ae95ae8452bbc915505,sensor_scan,7,2022-05-02,baseline
189,15acbfb40c9a36f47586462dcbbb26ba,sensor_scan,0,2022-05-02,baseline
190,ea4eedabdad9214338b852fa0b48b07b,sensor_scan,0,2022-05-02,baseline
191,23fd5189c557176a4bfdad52e6d7079d,sensor_scan,7,2022-05-02,baseline
192,19f89a20601ea27ab730469221219334,sensor_scan,3,2022-05-03,baseline
193,7845b8456604734b57eb68aaa90aaaf2,sensor_scan,14,2022-05-03,baseline
194,18c164389a3b676f2e8142bb7611e991,sensor_scan,11,2022-05-03,baseline
195,7d6c1342fa39a882c5755f3d58d31748,sensor_scan,0,2022-05-03,baseline
196,494b9400e113ff7183ca3e11b23dda17,sensor_scan,9,2022-05-03,baseline
197,2a63324e191c1055b5268f41c92e5696,sensor_scan,2,2022-05-03,baseline
198,2d356b9d674db9415cfbc05199c25448,sensor_scan,4,2022-05-03,baseline
199,fe97995c19a6271a464f19a8a86e027e,sensor_scan,9,2022-05-03,baseline
200,2ad2d446dbcfd19d974feddde1862ea7,sensor_scan,10,2022-05-03,baseline
201,c5b85ccdc2f1a13f53504b9b8ec733ff,sensor_scan,27,2022-05-03,baseline
202,6ec44f376f967fb0de9f36899f7d4816,sensor_scan,14,2022-05-03,baseline
203,cce27e38b9722251bb88f5c838c6165e,sensor_scan,0,2022-05-03,baseline
204,078530ef9f224f22c42b343be8202dab,sensor_scan,18,2022-05-03,baseline
205,ca878dc92ca6103ad1d5ce0982069d87,sensor_scan,2,2022-05-03,baseline
206,be028a11051ba9360e53ed09c287abb3,sensor_scan,7,2022-05-03,baseline
207,ba76399d3cb9c1a9fcfd6c55ffc0fe36,sensor_scan,3,2022-05-03,baseline
208,02f166a94247a4e2a80d8a3ef7fdab19,sensor_scan,20,2022-05-03,baseline
209,3adc123045a8bd319bb83bf83bfdc03d,sensor_scan,25,2022-05-03,baseline
210,4d75cda494bacfacfbf8c6b3f4ab644f,sensor_scan,8,2022-05-03,baseline
211,549b6cf6572c5470d11052dfddacdbd6,sensor_scan,11,2022-05-03,baseline
212,915f6a2e710cdc4e41714bf59cbebdbe,sensor_scan,14,2022-05-03,baseline
213,dd4d2527a329cc865eaac8f278833532,sensor_scan,7,2022-05-03,baseline
214,cec3bfd766c63aebc4dd7f608652760b,sensor_scan,9,2022-05-03,baseline
215,cd79f90e8251bce7b98da0c499003c7f,sensor_scan,3,2022-05-03,baseline
216,5990afcd1a9625ebdac3e1f447aa546a,sensor_scan,20,2022-05-03,baseline
217,d704cab3aae40a5c1bdf37bf466171d4,sensor_scan,63,2022-05-03,baseline
218,ef43534a0a6786fa36b0beb02f9ffa7b,sensor_scan,6,2022-05-03,baseline
219,5df100daa2f7916e4c92c46bf885849e,sensor_scan,7,2022-05-03,baseline
220,fb59dc25a151dfb8bd5f70c78516601a,sensor_scan,7,2022-05-03,baseline
221,41823943a11f2211a1c366a0c769209c,sensor_scan,1,2022-05-03,baseline
222,85b13cd3dd6a4c573891e5aeb6bbe7d3,sensor_scan,21,2022-05-03,baseline
223,b936f2d6a582dc61a44499084d389d5c,sensor_scan,11,2022-05-03,baseline
224,67054448e92fed803aae6fdfda859f0a,sensor_scan,6,2022-05-03,baseline
225,1234259360d5d3dd24a5b18f641d81b9,sensor_scan,0,2022-05-03,baseline
226,cd555838015758e62371846e8f67b81b,sensor_scan,13,2022-05-03,baseline
227,886d0ba51daa56819efa0c95765c76e2,sensor_scan,5,2022-05-03,baseline
228,b7ff161cf7ba7696d433b1a5d993831e,sensor_scan,48,2022-05-03,baseline
229,1e5e71f4dcef5cc612072be39732b244,sensor_scan,4,2022-05-03,baseline
230,73a970b05e03211c26fe3e718fa84ee8,sensor_scan,5,2022-05-03,baseline
231,a339d3bdf510d9df5232841d2641f0df,sensor_scan,10,2022-05-03,baseline
232,fa42a7a833a386e3e1d71b016ad3c8c3,sensor_scan,9,2022-05-03,baseline
233,2a05f55afa6738cb5dad988372cb702c,sensor_scan,9,2022-05-03,baseline
234,86699d32c7731cd059333bb60a541589,sensor_scan,28,2022-05-03,baseline
235,962ba7371b57ac684d0102dcbab45bab,sensor_scan,11,2022-05-03,baseline
236,741a27b853f7f521aa0013c03c3022bd,sensor_scan,12,2022-05-03,baseline
237,8e66f672be6b24469b8537022b9c86fa,sensor_scan,0,2022-05-03,baseline
238,96f29eaa3ee441f78b3074a4736138e5,sensor_scan,12,2022-05-03,baseline
239,396ffdbde64fa6982b2751d04d8d03e2,sensor_scan,8,2022-05-03,baseline
240,b2c7998fb08e8db873779799a7fa5d80,sensor_scan,0,2022-05-03,baseline
241,b42950331bf2eb4f1bda0f3b65048c07,sensor_scan,6,2022-05-03,baseline
242,9d700aa25596988441d7874ac2b95672,sensor_scan,9,2022-05-03,baseline
243,a7cbdb3a38fbc98f6cc49a8f569d3ce8,sensor_scan,49,2022-05-03,baseline
244,2d4ce867dccf5af85ef52010cfe0599c,sensor_scan,19,2022-05-03,baseline
245,2a0aa3981c54d1d48eaa0d347b2ff593,sensor_scan,4,2022-05-03,baseline
246,3c65c3d2f02774d11482e7d03597f2af,sensor_scan,37,2022-05-03,baseline
247,f7edf28e02185900b875919be7b1e059,sensor_scan,5,2022-05-03,baseline
248,a80e0dd47b229d6917fce2c50ed39030,sensor_scan,0,2022-05-03,baseline
249,7862facefa56735394d843fd6cae3498,sensor_scan,8,2022-05-03,baseline
